Customer_ID,Customer_Name,Gender,Age,Age_Group,Geography_ID,Acquisition_Channel_ID,Customer_Segment,Registration_Date,Is_Active
78,Sneha Sharma,Female,60,56-65,2,2,Premium,2025-05-27,True
79,Sneha Pillai,Female,21,18-25,23,3,Standard,2025-07-03,True
80,Priya Das,Female,61,56-65,24,5,Premium,2025-10-15,True
81,Aishwarya Iyer,Female,62,56-65,10,6,Premium,2025-07-18,True
82,Riya Gupta,Female,38,36-45,18,1,Standard,2025-11-14,True
83,Nandini Patel,Female,58,56-65,23,6,Premium,2025-10-07,True
84,Harsh Joshi,Male,30,26-35,10,4,Standard,2025-04-06,True
85,Nikhil Iyer,Male,25,18-25,13,1,Standard,2025-03-08,True
86,Siddharth Pillai,Male,34,26-35,1,3,Premium,2025-01-21,True
87,Anil Rao,Male,56,56-65,2,6,Standard,2025-09-09,True
88,Priya Mehta,Female,63,56-65,11,5,Standard,2025-02-04,True
89,Karan Iyer,Male,52,46-55,13,1,Premium,2025-12-06,True
90,Pooja Rao,Female,36,36-45,7,5,VIP,2025-11-29,True
91,Arjun Gupta,Male,40,36-45,15,2,Inactive,2025-11-11,False
92,Aarav Gupta,Male,38,36-45,13,1,Standard,2025-05-25,True
93,Anil Iyer,Male,41,36-45,17,5,Standard,2025-11-30,True
94,Aditya Iyer,Male,23,18-25,4,2,Inactive,2025-10-03,False
95,Manish Reddy,Male,31,26-35,22,6,Premium,2025-08-06,True
96,Rohan Iyer,Male,62,56-65,29,6,Standard,2025-02-06,True
97,Aarav Verma,Male,63,56-65,11,1,Standard,2025-05-09,True
98,Siddharth Pillai,Male,32,26-35,30,3,Standard,2025-07-27,True
99,Pooja Sharma,Female,42,36-45,22,1,Standard,2025-11-13,True
100,Harsh Joshi,Male,55,46-55,2,6,Standard,2025-09-15,True
101,Vikram Mehta,Male,61,56-65,10,5,Premium,2025-08-13,True
102,Neha Pillai,Female,60,56-65,1,4,Standard,2025-07-20,True
103,Meera Kumar,Female,37,36-45,22,6,VIP,2025-01-06,True
104,Arjun Sharma,Male,18,18-25,19,5,Standard,2025-02-13,True
105,Aishwarya Joshi,Female,65,56-65,29,6,Standard,2025-11-27,True
106,Rahul Kumar,Male,32,26-35,20,3,Standard,2025-10-18,True
107,Vivek Mehta,Male,53,46-55,15,6,Standard,2025-02-04,True
108,Priya Patel,Female,64,56-65,19,4,Inactive,2025-07-02,False
109,Manish Gupta,Male,33,26-35,4,3,Premium,2025-06-12,True
110,Shreya Rao,Female,57,56-65,22,3,Standard,2025-10-18,True
111,Riya Rao,Female,45,36-45,6,1,Premium,2025-12-31,True
112,Kavya Pillai,Female,41,36-45,5,6,Premium,2025-08-25,True
113,Pooja Mehta,Female,37,36-45,16,5,Standard,2025-02-11,True
114,Nandini Pillai,Female,26,26-35,29,5,Premium,2025-11-17,True
115,Nikhil Reddy,Male,19,18-25,28,5,Premium,2025-10-24,True
116,Riya Das,Female,31,26-35,30,1,Standard,2025-10-04,True
117,Meera Mehta,Female,27,26-35,12,4,Premium,2025-05-29,True
118,Varun Iyer,Male,50,46-55,3,4,Standard,2025-05-03,True
119,Harsh Iyer,Male,26,26-35,15,2,Premium,2025-12-04,True
120,Nikhil Joshi,Male,48,46-55,12,1,Standard,2025-02-02,True
121,Pooja Patel,Female,20,18-25,22,2,Premium,2025-07-18,True
122,Lakshmi Verma,Female,20,18-25,2,6,Premium,2025-09-24,True
123,Nandini Joshi,Female,34,26-35,19,5,Standard,2025-07-13,True
124,Ishita Gupta,Female,22,18-25,17,3,Premium,2025-09-22,True
125,Pooja Pillai,Female,40,36-45,16,4,Standard,2025-03-13,True
126,Sneha Patel,Female,22,18-25,17,6,Standard,2025-03-22,True
127,Ishita Joshi,Female,25,18-25,22,2,Standard,2025-02-28,True
128,Meera Verma,Female,48,46-55,7,5,Premium,2025-01-12,True
129,Aarav Kumar,Male,54,46-55,19,2,Standard,2025-10-21,True
130,Aarav Kumar,Male,34,26-35,30,2,Standard,2025-10-16,True
131,Anil Joshi,Male,64,56-65,22,3,Inactive,2025-04-21,False
132,Ishita Verma,Female,48,46-55,6,2,Standard,2025-10-26,True
133,Siddharth Gupta,Male,50,46-55,9,2,Standard,2025-08-21,True
134,Rohan Singh,Male,42,36-45,5,1,Standard,2025-09-16,True
135,Nandini Kumar,Female,56,56-65,4,2,Standard,2025-01-20,True
136,Arjun Verma,Male,60,56-65,5,5,Standard,2025-12-14,True
137,Divya Singh,Female,41,36-45,28,1,Standard,2025-09-04,True
138,Pooja Das,Female,65,56-65,30,6,Standard,2025-05-11,True
139,Riya Patel,Female,23,18-25,10,5,Standard,2025-04-07,True
140,Nikhil Joshi,Male,18,18-25,19,5,Standard,2025-12-02,True
141,Nikhil Mehta,Male,38,36-45,14,3,Standard,2025-10-27,True
142,Kavya Pillai,Female,52,46-55,14,5,Standard,2025-12-15,True
143,Riya Patel,Female,44,36-45,18,5,Standard,2025-10-12,True
144,Kavya Nair,Female,54,46-55,12,6,Standard,2025-12-04,True
145,Nikhil Patel,Male,46,46-55,26,6,Inactive,2025-02-21,False
146,Akash Singh,Male,39,36-45,26,5,Standard,2025-01-27,True
147,Karan Gupta,Male,18,18-25,26,1,Standard,2025-11-04,True
148,Priya Reddy,Female,34,26-35,8,3,Standard,2025-07-16,True
149,Ishita Gupta,Female,51,46-55,10,6,Inactive,2025-01-30,False
150,Manish Verma,Male,46,46-55,1,2,Premium,2025-09-23,True
151,Aishwarya Sharma,Female,56,56-65,17,5,Standard,2025-12-12,True
152,Aditya Patel,Male,59,56-65,1,2,Standard,2025-07-24,True
153,Meera Singh,Female,43,36-45,19,2,Premium,2025-02-05,True
154,Akash Nair,Male,64,56-65,27,5,Inactive,2025-06-28,False
155,Nandini Nair,Female,32,26-35,20,2,Standard,2025-01-03,True
156,Sneha Singh,Female,50,46-55,4,5,Standard,2025-03-01,True
157,Lakshmi Iyer,Female,54,46-55,9,6,Standard,2025-09-05,True
158,Harsh Rao,Male,47,46-55,22,4,Premium,2025-09-04,True
159,Vikram Reddy,Male,42,36-45,21,2,Standard,2025-06-11,True
160,Pooja Iyer,Female,52,46-55,1,6,Standard,2025-02-17,True
161,Meera Joshi,Female,39,36-45,3,5,Inactive,2025-09-01,False
162,Pooja Patel,Female,54,46-55,9,2,Inactive,2025-12-16,False
163,Varun Joshi,Male,30,26-35,8,6,Standard,2025-04-28,True
164,Vivek Patel,Male,57,56-65,12,2,Standard,2025-02-10,True
165,Ishita Sharma,Female,52,46-55,2,4,Standard,2025-10-22,True
166,Shreya Kumar,Female,50,46-55,9,4,Standard,2025-01-28,True
167,Shreya Iyer,Female,20,18-25,17,3,Standard,2025-03-31,True
168,Priya Joshi,Female,51,46-55,15,3,Standard,2025-04-18,True
169,Ishita Reddy,Female,38,36-45,12,5,Standard,2025-05-15,True
170,Vikram Verma,Male,57,56-65,11,3,Standard,2025-08-03,True
171,Pooja Pillai,Female,43,36-45,9,4,Standard,2025-10-22,True
172,Vivek Reddy,Male,64,56-65,9,2,Premium,2025-04-11,True
173,Harsh Joshi,Male,27,26-35,16,1,Standard,2025-11-19,True
174,Riya Verma,Female,37,36-45,9,5,Standard,2025-02-20,True
175,Aarav Patel,Male,34,26-35,16,6,Premium,2025-05-14,True
176,Pooja Iyer,Female,53,46-55,30,3,Standard,2025-06-29,True
177,Siddharth Das,Male,59,56-65,21,5,Premium,2025-07-01,True
178,Meera Iyer,Female,49,46-55,25,6,Standard,2025-11-11,True
179,Shreya Gupta,Female,27,26-35,28,2,Premium,2025-08-04,True
180,Nandini Naidu,Female,22,18-25,3,2,Standard,2025-12-01,True
181,Swati Nair,Female,56,56-65,21,4,Standard,2025-07-05,True
182,Neha Kumar,Female,29,26-35,28,1,Standard,2025-05-09,True
183,Rohan Kumar,Male,43,36-45,4,1,Premium,2025-10-08,True
184,Aarav Mehta,Male,43,36-45,17,1,Standard,2025-02-13,True
185,Kavya Patel,Female,33,26-35,24,3,Standard,2025-09-27,True
186,Aarav Sharma,Male,60,56-65,12,3,Standard,2025-10-04,True
187,Divya Verma,Female,26,26-35,23,5,Standard,2025-11-20,True
188,Divya Gupta,Female,58,56-65,18,3,Inactive,2025-09-04,False
189,Harsh Reddy,Male,46,46-55,10,3,Standard,2025-01-06,True
190,Akash Pillai,Male,26,26-35,12,3,Standard,2025-09-09,True
191,Kavya Sharma,Female,45,36-45,26,3,Premium,2025-10-08,True
192,Aishwarya Singh,Female,53,46-55,14,4,Premium,2025-11-27,True
193,Nandini Singh,Female,32,26-35,9,1,Standard,2025-11-10,True
194,Kavya Gupta,Female,65,56-65,18,3,Premium,2025-04-04,True
195,Vikram Reddy,Male,58,56-65,15,5,Premium,2025-09-09,True
196,Aditya Sharma,Male,27,26-35,2,5,VIP,2025-05-25,True
197,Sneha Joshi,Female,46,46-55,24,1,Standard,2025-09-10,True
198,Aditya Singh,Male,37,36-45,26,4,Inactive,2025-08-26,False
199,Aditya Reddy,Male,27,26-35,2,3,Standard,2025-08-29,True
200,Rohan Naidu,Male,34,26-35,27,4,Standard,2025-05-08,True
201,Riya Verma,Female,33,26-35,24,1,Premium,2025-02-18,True
202,Varun Singh,Male,61,56-65,10,3,Premium,2025-10-09,True
203,Vikram Verma,Male,58,56-65,10,2,Standard,2025-12-08,True
204,Arjun Patel,Male,58,56-65,14,3,Premium,2025-10-27,True
205,Karan Mehta,Male,33,26-35,1,1,Standard,2025-12-19,True
206,Aditya Mehta,Male,23,18-25,8,2,Standard,2025-06-23,True
207,Aarav Rao,Male,59,56-65,5,6,Standard,2025-09-07,True
208,Aditya Iyer,Male,59,56-65,25,3,Standard,2025-04-09,True
209,Nikhil Singh,Male,40,36-45,24,2,Standard,2025-12-28,True
210,Divya Nair,Female,52,46-55,23,4,Standard,2025-06-28,True
211,Swati Verma,Female,35,26-35,28,5,Inactive,2025-10-11,False
212,Arjun Iyer,Male,27,26-35,15,3,Standard,2025-08-21,True
213,Harsh Gupta,Male,50,46-55,13,6,Standard,2025-07-06,True
214,Aditya Joshi,Male,22,18-25,22,5,Standard,2025-12-16,True
215,Riya Iyer,Female,27,26-35,20,3,Standard,2025-02-26,True
216,Akash Gupta,Male,22,18-25,2,2,Standard,2025-02-24,True
217,Aishwarya Reddy,Female,20,18-25,19,6,Standard,2025-09-27,True
218,Ananya Rao,Female,32,26-35,20,6,Premium,2025-04-17,True
219,Lakshmi Naidu,Female,23,18-25,15,6,Standard,2025-08-01,True
220,Riya Joshi,Female,21,18-25,27,5,Standard,2025-02-06,True
221,Priya Patel,Female,51,46-55,4,1,Standard,2025-04-08,True
222,Akash Gupta,Male,33,26-35,19,6,Inactive,2025-10-13,False
223,Swati Reddy,Female,58,56-65,19,3,Premium,2025-08-07,True
224,Rahul Mehta,Male,29,26-35,18,4,Standard,2025-10-01,True
225,Lakshmi Rao,Female,38,36-45,18,3,Standard,2025-11-21,True
226,Nandini Joshi,Female,38,36-45,20,2,Standard,2025-10-09,True
227,Pooja Verma,Female,46,46-55,13,1,VIP,2025-11-02,True
228,Akash Kumar,Male,37,36-45,1,3,Inactive,2025-04-20,False
229,Ananya Mehta,Female,62,56-65,27,3,Inactive,2025-09-19,False
230,Arjun Sharma,Male,47,46-55,12,2,Standard,2025-10-26,True
231,Rohan Nair,Male,37,36-45,3,5,Premium,2025-02-09,True
232,Riya Verma,Female,29,26-35,16,6,Premium,2025-02-18,True
233,Ananya Joshi,Female,54,46-55,13,1,Premium,2025-06-21,True
234,Lakshmi Pillai,Female,45,36-45,14,1,Standard,2025-12-01,True
235,Manish Mehta,Male,58,56-65,13,1,Standard,2025-10-04,True
236,Aditya Iyer,Male,62,56-65,8,2,Premium,2025-07-21,True
237,Riya Das,Female,54,46-55,17,1,Standard,2025-07-21,True
238,Rahul Rao,Male,23,18-25,16,5,Standard,2025-05-15,True
239,Karan Iyer,Male,45,36-45,25,6,Standard,2025-10-14,True
240,Varun Singh,Male,59,56-65,19,2,VIP,2025-09-26,True
241,Rohan Reddy,Male,35,26-35,25,4,Premium,2025-02-15,True
242,Manish Singh,Male,45,36-45,12,3,Standard,2025-12-02,True
243,Harsh Nair,Male,28,26-35,12,5,Premium,2025-11-16,True
244,Varun Sharma,Male,32,26-35,7,6,Premium,2025-02-13,True
245,Nikhil Sharma,Male,33,26-35,20,2,Premium,2025-01-08,True
246,Swati Mehta,Female,25,18-25,10,4,Standard,2025-10-03,True
247,Rohan Iyer,Male,51,46-55,25,3,Standard,2025-03-14,True
248,Karan Das,Male,60,56-65,17,1,Standard,2025-04-13,True
249,Ananya Verma,Female,59,56-65,1,1,Standard,2025-12-04,True
250,Nandini Reddy,Female,19,18-25,10,6,VIP,2025-09-18,True
251,Anil Rao,Male,49,46-55,28,5,Standard,2025-09-14,True
252,Divya Naidu,Female,63,56-65,1,1,Standard,2025-06-20,True
253,Neha Joshi,Female,28,26-35,1,3,Standard,2025-06-04,True
254,Akash Nair,Male,21,18-25,21,3,Premium,2025-01-16,True
255,Aishwarya Kumar,Female,39,36-45,29,4,Standard,2025-07-15,True
256,Karan Patel,Male,54,46-55,5,4,Inactive,2025-11-06,False
257,Shreya Iyer,Female,26,26-35,7,6,Standard,2025-04-14,True
258,Vikram Joshi,Male,63,56-65,29,5,Inactive,2025-08-09,False
259,Manish Naidu,Male,54,46-55,30,2,Standard,2025-03-02,True
260,Aditya Pillai,Male,27,26-35,24,1,Premium,2025-07-31,True
261,Kavya Verma,Female,65,56-65,30,6,Inactive,2025-05-21,False
262,Harsh Patel,Male,24,18-25,5,2,VIP,2025-11-12,True
263,Ishita Das,Female,57,56-65,8,5,Standard,2025-07-03,True
264,Nikhil Mehta,Male,48,46-55,5,5,Standard,2025-11-29,True
265,Sneha Pillai,Female,42,36-45,16,4,Standard,2025-01-17,True
266,Riya Sharma,Female,35,26-35,14,2,VIP,2025-04-15,True
267,Rahul Naidu,Male,46,46-55,28,5,Standard,2025-08-23,True
268,Karan Singh,Male,20,18-25,20,6,Premium,2025-07-21,True
269,Akash Reddy,Male,46,46-55,15,1,Standard,2025-10-03,True
270,Swati Sharma,Female,53,46-55,13,5,VIP,2025-04-08,True
271,Shreya Singh,Female,37,36-45,25,3,Standard,2025-11-10,True
272,Nikhil Iyer,Male,27,26-35,15,6,Premium,2025-02-27,True
273,Harsh Das,Male,62,56-65,18,2,Standard,2025-01-13,True
274,Varun Das,Male,63,56-65,29,2,Standard,2025-06-15,True
275,Nikhil Joshi,Male,25,18-25,3,1,Standard,2025-02-13,True
276,Swati Mehta,Female,50,46-55,20,2,Standard,2025-03-29,True
277,Ishita Pillai,Female,60,56-65,28,2,Standard,2025-12-31,True
278,Karan Nair,Male,37,36-45,24,4,Standard,2025-03-09,True
279,Aarav Das,Male,34,26-35,1,4,Standard,2025-01-03,True
280,Aishwarya Patel,Female,55,46-55,22,4,Standard,2025-11-04,True
281,Rohan Naidu,Male,53,46-55,9,5,Premium,2025-04-17,True
282,Rahul Kumar,Male,21,18-25,21,3,Premium,2025-12-08,True
283,Pooja Naidu,Female,23,18-25,2,1,Standard,2025-12-11,True
284,Ishita Gupta,Female,62,56-65,23,5,Standard,2025-08-22,True
285,Lakshmi Sharma,Female,23,18-25,25,3,Premium,2025-02-04,True
286,Nandini Iyer,Female,22,18-25,10,4,Standard,2025-05-21,True
287,Divya Singh,Female,51,46-55,7,6,Standard,2025-10-20,True
288,Varun Joshi,Male,62,56-65,20,6,Standard,2025-06-12,True
289,Divya Das,Female,57,56-65,12,2,Standard,2025-11-20,True
290,Shreya Mehta,Female,29,26-35,29,5,Standard,2025-04-10,True
291,Arjun Sharma,Male,47,46-55,21,1,Standard,2025-11-12,True
292,Neha Sharma,Female,39,36-45,12,5,Standard,2025-11-24,True
293,Nikhil Nair,Male,34,26-35,26,1,Standard,2025-06-15,True
294,Arjun Gupta,Male,39,36-45,11,4,Standard,2025-01-15,True
295,Rohan Rao,Male,39,36-45,30,6,Standard,2025-01-19,True
296,Varun Kumar,Male,58,56-65,15,5,Standard,2025-07-31,True
297,Vivek Iyer,Male,37,36-45,19,6,Standard,2025-01-10,True
298,Siddharth Gupta,Male,39,36-45,26,3,Standard,2025-01-16,True
299,Neha Gupta,Female,52,46-55,27,2,Standard,2025-11-01,True
300,Vivek Mehta,Male,37,36-45,23,3,Standard,2025-02-14,True
301,Lakshmi Patel,Female,41,36-45,15,3,Standard,2025-02-27,True
302,Riya Sharma,Female,30,26-35,30,1,Standard,2025-09-05,True
303,Rohan Rao,Male,48,46-55,24,5,Standard,2025-02-20,True
304,Rohan Joshi,Male,20,18-25,15,4,Standard,2025-01-03,True
305,Lakshmi Sharma,Female,61,56-65,28,5,Standard,2025-01-24,True
306,Akash Mehta,Male,60,56-65,24,3,Premium,2025-11-24,True
307,Aditya Patel,Male,30,26-35,10,3,Premium,2025-12-10,True
308,Vikram Kumar,Male,28,26-35,9,1,Standard,2025-09-21,True
309,Rohan Iyer,Male,40,36-45,18,3,Premium,2025-05-26,True
310,Rahul Reddy,Male,37,36-45,20,3,Standard,2025-01-15,True
311,Lakshmi Gupta,Female,21,18-25,4,4,Standard,2025-04-02,True
312,Ishita Rao,Female,37,36-45,11,2,Standard,2025-10-01,True
313,Anil Mehta,Male,47,46-55,19,2,Premium,2025-12-24,True
314,Priya Verma,Female,37,36-45,22,6,Standard,2025-04-29,True
315,Rahul Pillai,Male,57,56-65,9,3,Standard,2025-12-07,True
316,Riya Pillai,Female,38,36-45,15,4,Standard,2025-06-29,True
317,Shreya Pillai,Female,28,26-35,10,3,Standard,2025-02-22,True
318,Nandini Joshi,Female,24,18-25,11,5,Premium,2025-09-30,True
319,Neha Das,Female,44,36-45,8,5,Standard,2025-09-04,True
320,Priya Rao,Female,31,26-35,27,6,Premium,2025-08-11,True
321,Divya Joshi,Female,33,26-35,6,6,Premium,2025-12-31,True
322,Priya Das,Female,56,56-65,15,3,Premium,2025-04-01,True
323,Neha Reddy,Female,56,56-65,4,6,Premium,2025-07-14,True
324,Shreya Gupta,Female,60,56-65,2,1,Standard,2025-10-25,True
325,Harsh Kumar,Male,60,56-65,5,4,Standard,2025-10-23,True
326,Aishwarya Patel,Female,61,56-65,29,3,Premium,2025-12-14,True
327,Lakshmi Naidu,Female,45,36-45,23,3,Inactive,2025-10-26,False
328,Siddharth Iyer,Male,43,36-45,28,2,Standard,2025-10-09,True
329,Aarav Joshi,Male,53,46-55,27,3,Standard,2025-01-16,True
330,Karan Joshi,Male,55,46-55,13,6,Standard,2025-07-15,True
331,Divya Patel,Female,60,56-65,6,4,Standard,2025-07-04,True
332,Sneha Nair,Female,60,56-65,5,2,Standard,2025-03-15,True
333,Meera Singh,Female,26,26-35,3,2,Standard,2025-08-22,True
334,Ishita Kumar,Female,47,46-55,17,4,Standard,2025-07-01,True
335,Rahul Singh,Male,56,56-65,1,5,Premium,2025-12-31,True
336,Neha Naidu,Female,52,46-55,19,3,Standard,2025-09-05,True
337,Priya Das,Female,48,46-55,23,1,Premium,2025-05-24,True
338,Divya Reddy,Female,51,46-55,29,5,Standard,2025-12-06,True
339,Manish Gupta,Male,52,46-55,26,5,Standard,2025-06-25,True
340,Varun Verma,Male,50,46-55,29,4,Standard,2025-06-30,True
341,Kavya Kumar,Female,20,18-25,23,5,Premium,2025-10-16,True
342,Ananya Gupta,Female,48,46-55,19,2,Standard,2025-05-30,True
343,Vikram Verma,Male,23,18-25,5,5,Premium,2025-05-10,True
344,Siddharth Nair,Male,35,26-35,28,3,Standard,2025-03-31,True
345,Manish Verma,Male,41,36-45,26,2,Premium,2025-09-06,True
346,Harsh Iyer,Male,20,18-25,11,1,Inactive,2025-11-01,False
347,Vivek Verma,Male,44,36-45,25,4,Standard,2025-11-23,True
348,Rohan Das,Male,64,56-65,27,3,Standard,2025-03-01,True
349,Rahul Verma,Male,43,36-45,16,3,Premium,2025-09-30,True
350,Karan Gupta,Male,63,56-65,13,4,Standard,2025-08-11,True
351,Vikram Naidu,Male,46,46-55,13,6,Standard,2025-01-22,True
352,Anil Iyer,Male,58,56-65,12,4,Standard,2025-05-20,True
353,Kavya Nair,Female,24,18-25,9,6,Standard,2025-12-12,True
354,Nikhil Gupta,Male,55,46-55,25,2,Standard,2025-04-03,True
355,Divya Sharma,Female,61,56-65,1,1,Standard,2025-02-23,True
356,Pooja Patel,Female,64,56-65,10,3,Standard,2025-02-17,True
357,Siddharth Gupta,Male,31,26-35,20,6,VIP,2025-02-14,True
358,Karan Gupta,Male,59,56-65,19,2,Standard,2025-05-10,True
359,Shreya Gupta,Female,22,18-25,21,4,Inactive,2025-05-22,False
360,Swati Naidu,Female,60,56-65,25,3,Premium,2025-05-22,True
361,Karan Singh,Male,39,36-45,2,3,Inactive,2025-05-16,False
362,Varun Reddy,Male,49,46-55,30,2,Standard,2025-09-09,True
363,Rahul Iyer,Male,45,36-45,7,5,Premium,2025-05-13,True
364,Aarav Reddy,Male,22,18-25,19,6,Standard,2025-09-12,True
365,Manish Gupta,Male,18,18-25,30,1,Standard,2025-12-25,True
366,Lakshmi Singh,Female,54,46-55,1,5,Premium,2025-09-02,True
367,Neha Pillai,Female,64,56-65,25,1,Standard,2025-12-19,True
368,Priya Das,Female,52,46-55,30,3,Standard,2025-01-29,True
369,Aditya Iyer,Male,39,36-45,3,4,Standard,2025-04-14,True
370,Akash Sharma,Male,42,36-45,22,2,Standard,2025-02-24,True
371,Shreya Reddy,Female,58,56-65,15,6,Standard,2025-01-13,True
372,Varun Singh,Male,22,18-25,26,5,Standard,2025-08-19,True
373,Aarav Rao,Male,21,18-25,11,6,Standard,2025-12-01,True
374,Meera Pillai,Female,52,46-55,5,6,Premium,2025-01-19,True
375,Varun Gupta,Male,19,18-25,16,5,Premium,2025-03-08,True
376,Rahul Gupta,Male,21,18-25,29,3,Standard,2025-11-09,True
377,Vivek Das,Male,22,18-25,27,1,Standard,2025-11-12,True
378,Arjun Mehta,Male,30,26-35,14,3,VIP,2025-12-14,True
379,Pooja Reddy,Female,61,56-65,19,5,Premium,2025-04-20,True
